_,regdate,first_name,last_name,email_address,homephone,street,city,state,zipcode
4142,2/1/09 15:17,Oluwatoyin,Doe,fgdary@jumpstartlab.com,5176483000,BU Box 09510 PO Box 6009,Binghamton,NY,13902
4144,2/1/09 15:19,Daniel,Coburn,ppaccabe@jumpstartlab.com,3234206000,415 south st,waltham,MA,02454
4146,2/1/09 15:21,Daniel,Saunders,mabuouf@jumpstartlab.com,6067480000,43121 Londonderry Court,Canton,MI,48188
4148,2/1/09 15:21,Jon,White,kj@jumpstartlab.com,7189267000,1525 S Broad St,Philadelphia,PA,19147
4150,2/1/09 15:28,Caty,Adamczewski,uaelseyrose07@jumpstartlab.com,5106101000,BU Box 14219 PO Box 6014,Binghamton,NY,13902
4152,2/1/09 15:30,Jennifer,Wiegard,lgchelcbarge@jumpstartlab.com,6104629000,166 Montmullin Street,Lexington,KY,40508
4154,2/1/09 15:32,Jason,Costantino,efochner@jumpstartlab.com,6072426000,"1608 Rhode Island Ave, NW",Washington,DC,20036
4156,2/1/09 15:37,Dan,Bryant,eyrzipan@jumpstartlab.com,3036385000,"1608 Rhode Island Ave, NW",Washington,DC,20036
4158,2/1/09 15:41,Ashwin,Ortiz,ihidr-nick@jumpstartlab.com,8057662000,8010 via sardinia way,estero,FM,33928
4160,2/1/09 15:46,Veronica,Weiss,uiazinka@jumpstartlab.com,6177212000,5265 19th Ave NE,Seattle,WA,98105
4162,2/1/09 15:48,Leah,Longberry,luolqui@jumpstartlab.com,6177212000,415 south st,waltham,MA,02454
4164,2/1/09 15:52,Jim,Byrd,rrutler1@jumpstartlab.com,6104629000,1538 Chestnut Street,Bowling Green,KY,42101
4166,2/1/09 16:01,Sam,Gerow,xuoyenlei@jumpstartlab.com,7168122000,28 state st. apt 2,portland,ME,04101
4168,2/1/09 16:03,Cody,Kleeman,hjke9@jumpstartlab.com,9783025000,415 south st,waltham,MA,02454
4170,2/1/09 16:05,James,Faber,abnderlj@jumpstartlab.com,7168122000,28 state st. apt 2,portland,ME,04101
4172,2/1/09 16:08,Alex,Eight,hvippincott09@jumpstartlab.com,6177212000,28 state st. apt 2,portland,ME,04101
4174,2/1/09 16:15,Stephen,Gonding,fdnda.capato@jumpstartlab.com,6177212000,5707 Penn Avenue,Pittsburgh,PA,15206
4176,2/1/09 16:17,Caitlin,Blaszczak,khndra.higgins@jumpstartlab.com,2404183000,38 Lisbon Ave.,Buffalo,NY,14214
4178,2/1/09 16:19,Sveta,Westerduin,edanda.marie.murphy@jumpstartlab.com,2404183000,5707 Penn Avenue,Pittsburgh,PA,15206
4180,2/1/09 16:21,Valerie,Sam,aaobinson12@jumpstartlab.com,7164170000,1335 Millersport Highway Apt. 6,Williamsville,NY,14221
4182,2/1/09 16:21,Emily,Aasen,bpllie@jumpstartlab.com,7183054000,P.O. Box 121980,Atlanta,GA,30322
4184,2/1/09 16:23,Lydia,Nelson,lharlie.kline@jumpstartlab.com,2404183000,28 state st. apt 2,portland,ME,04101
4186,2/1/09 16:24,Brian,Lkjljk,lxenerar@jumpstartlab.com,2404183000,27 Park Ave,Delaware,OH,43015
4188,2/1/09 16:25,X,Rohe,xdonnell@jumpstartlab.com,7183054000,205 BC South Lake Village,Amherst,NY,14261
4190,2/1/09 16:26,Chase,Cohn,yaIsetts@jumpstartlab.com,2404183000,27 Park Ave.,Delaware,OH,43015
4192,2/1/09 16:30,Molly,Gibson,qyhoenix@jumpstartlab.com,7168122000,5707 Penn Avenue,Pittsburgh,PA,15206
4194,2/1/09 16:32,Victoria,Embry,ppchapin@jumpstartlab.com,7204707000,"414 Waccamaw Avenue, Apt 3",Columbia,SC,29205
4196,2/1/09 16:34,Beth,Lekies,dvmcke@jumpstartlab.com,2404183000,3710 Main St.,Amherst,NY,14226
4198,2/1/09 16:35,Naomi,Howe,nllleen.white@jumpstartlab.com,7183054000,196 Natick Ave,Warwick,RI,02886
4200,2/1/09 16:36,Veronica,Van Hook,iq_noko@jumpstartlab.com,9105287000,q,q,YK,00000
4202,2/1/09 16:38,Molly,Rothkopf,tvwoods@jumpstartlab.com,2404183000,371 Student Union,Amherst,NY,14261
4204,2/1/09 16:39,Lindsey,DeVries,aix729@jumpstartlab.com,7703550000,5707 Penn Avenue,Pittsburgh,PA,15206
4206,2/1/09 16:40,Danielle,Smith,vjlem285@jumpstartlab.com,2488722000,4075 South Isabella Rd,Mt. Pleasant,MI,48858
4208,2/1/09 16:41,James,Galatioto,oslly.mcglinchey@jumpstartlab.com,2404183000,371 Student Union,Amherst,NY,14261
4210,2/1/09 16:41,Britney,Nolan,abyme.montgomery@jumpstartlab.com,7183054000,4989 McPherson Drive NE,Roswell,GA,30075
4212,2/1/09 16:45,Hilary,Rawlins,lqika.zarowin@jumpstartlab.com,7183054000,78 Cresthill Ave.,Tonawanda,NY,14150
4214,2/1/09 16:45,Meredith,Doe,uimenez@jumpstartlab.com,2404183000,8000 Travis Ln,College Park,MD,20740
4216,2/1/09 16:47,Nigel,Taylor,fsrabia@jumpstartlab.com,7168122000,37 N Brooks,Madison,WI,53715
4218,2/1/09 16:50,Agnes,Angelo,crrling.sothoron@jumpstartlab.com,7183054000,812 Pleasant St. #22,Mt. Pleasant,MI,48858
4220,2/1/09 16:51,Karl,Face,vvam.zemel@jumpstartlab.com,8036067000,q,q,YK,00000
4222,2/1/09 16:53,Matt,Doe,oqmm1at@jumpstartlab.com,5088681000,q,q,YK,00000
4224,2/1/09 16:56,Caitlin,Lagle,yeylorladle@jumpstartlab.com,7183054000,q,q,YK,00000
4226,2/1/09 16:57,Brittni,Gaskin,teadyet@jumpstartlab.com,3042908000,q,q,YK,00000
4228,2/1/09 16:59,Emma,Mink,corancisci@jumpstartlab.com,0,411 Thurston Ave,Ithaca,NY,14850
4230,2/1/09 17:00,Leah,Trang,nxhite1@jumpstartlab.com,7876139000,403 Oakland Avenue #5AB,Pittsburgh,PA,15213
4232,2/1/09 17:02,Kerry,Cameron-Burr,ripelli@jumpstartlab.com,0,"UGA, 0423 B Boggs Hall",Athens,GA,30609
4234,2/1/09 17:04,Sheena,Enright,qyra.c.mcnerney@jumpstartlab.com,5136803000,q,q,YK,00000
4236,2/1/09 17:05,Patrick,Parker,qkika_farrell@jumpstartlab.com,8034666000,4509 Frankford Avenue,Philadelphia,PA,19214
4238,2/1/09 17:07,Becca,Hutchens,rts805phila@jumpstartlab.com,7183054000,q,q,YK,00000
4240,2/1/09 17:09,Joe,Barker,teerbs5@jumpstartlab.com,9179300000,q,q,YK,00000
4242,2/1/09 17:10,Amy,Rossman,rhr1700@jumpstartlab.com,3042908000,q,q,YK,00000
4244,2/1/09 17:12,Madeline,Abdullah,qrk49@jumpstartlab.com,6107396000,3013 Gilmore Avenue,Pittsburgh,PA,15235
4246,2/1/09 17:14,Lindsey,Woolworth,eoeal@jumpstartlab.com,3305466000,350 south 200 east #406,salt lake city,UT,84111
4248,2/1/09 17:16,Anjali,Everett,wbherid2@jumpstartlab.com,8035992000,76 Rittenhouse Pl Suite 201,Ardmore,PA,19003
4250,2/1/09 17:17,Jessie,Braithwaite,jjrancis@jumpstartlab.com,0,q,q,YK,00000
4252,2/1/09 17:20,Anasha,Broadbent,xrna.akers@jumpstartlab.com,5404470000,"Farinon Box 8995, 111 Quad Drive",Easton,PA,18042
4254,2/1/09 17:21,Scott,Israel,qwtzmanj@jumpstartlab.com,7874798000,854 East 7th St,Erie,PA,040
4256,2/1/09 17:22,Myles,Born,xk852@jumpstartlab.com,6083456000,278 Paradise Road,East Amherst,NY,14051
4258,2/1/09 17:26,Cathleen,Galindo,mienfive@jumpstartlab.com,9704120000,"Farinon Box 7795, 111 Quad Drive",Easton,PA,18042
4260,2/1/09 17:28,Kristi,Coraggio,mmvin.casey@jumpstartlab.com,6784884000,1341 West 6th Street,Erie,PA,16505
4262,2/1/09 17:29,Megan,Holt,xmunlap@jumpstartlab.com,7164627000,10 MacVittie Circle box 5111,Geneseo,NY,14454
4264,2/1/09 17:31,Jacques,Kirby,hlliana.vanderlee@jumpstartlab.com,7183054000,"Farinon Box 9486, 111 Quad Drive",Easton,PA,18042
4266,2/1/09 17:35,Jessica,Bishop,jaarkin@jumpstartlab.com,6107396000,1529 Senate Street,Columbia,SC,29201
4268,2/1/09 17:37,Nini,Gerson,mdloyd1987@jumpstartlab.com,7165977000,238 Pine Street,Glenolden,PA,19036
4270,2/1/09 17:40,Jessica,Hovey,wlpschutz@jumpstartlab.com,8036465000,259 maple st,holyoke,MA,01040
4272,2/1/09 17:41,Patrick,Lavoie,haseph.tanner@jumpstartlab.com,9858599000,1341 W.6th street,Erie,PA,16505
4274,2/1/09 17:42,Eamon,Doran,sfex.berkun@jumpstartlab.com,4043095000,"350 Student Union, University at Buffalo",Buffalo,NY,14260
4276,2/1/09 17:45,Chelsea,Costello,srp73@jumpstartlab.com,2312257000,43455 McCarty Hall,Seattle,WA,98195
4278,2/1/09 17:46,Elliott,Kelly,vwbba@jumpstartlab.com,3363916000,"821 Holland Avenue, #1",Wilkinsburg,PA,15221
4280,2/1/09 17:47,John,Fox,lqn1@jumpstartlab.com,6163015000,"350 Student Union, University at Buffalo",Buffalo,NY,14260
4282,2/1/09 17:51,Joshua,Ramsey,byasters@jumpstartlab.com,7183054000,"350 Student Union, University at Buffalo",Buffalo,NY,14260
4284,2/1/09 17:53,Megan,Polk,hdant@jumpstartlab.com,7659732000,1101 NE Campus Pkwy Terry Hall #825,Seattle,WA,98105
4286,2/1/09 17:54,Brittny,Martin,pjey@jumpstartlab.com,7703076000,"1400 Greene Street, Box 84592",Columbia,SC,29225
4288,2/1/09 17:55,Sam,Taylor,kablank@jumpstartlab.com,3155694000,1414 Buena Vista St .,Pittsburgh,PA,15212
4290,2/1/09 17:57,Null,Sheva,udhenm12@jumpstartlab.com,5176485000,2501 Black Horse Loop Apt 301C,Lutz,FL,33559
4292,2/1/09 17:58,Alex,Peery,jeekse@jumpstartlab.com,2483460000,801 National Road West,Richmond,IN,47374
4294,2/1/09 17:59,Ellen,Graham,bkorris@jumpstartlab.com,8599486000,58 Bryant Street NW,Washington,DC,20001
4296,2/1/09 17:59,Kaitlin,Chess,wrparrish@jumpstartlab.com,7183054000,200 Church St,Middletown,CT,06457
4298,2/1/09 17:59,Alissa,Brooking,cvlvamig@jumpstartlab.com,8458265000,"1400 Greene Street, Box 84504",Columbia,SC,29225
4300,2/1/09 18:01,Brian,Casselman,vussel.adriana@jumpstartlab.com,7033145000,801 National Road West,Richmond,IN,47374
4302,2/1/09 18:02,Siiri,Bedell-Stiles,mautbro1@jumpstartlab.com,3042223000,2501 Black Horse Loop Apt 301C,Lutz,FL,33559
4304,2/1/09 18:03,Jason,Begley,rjhndoe2@jumpstartlab.com,7167855000,4415 Sansom Street,Philadelphia,PA,19104
4306,2/1/09 18:04,Melissa,Harding,rxlshlf@jumpstartlab.com,8035306000,801 National Road West,Richmond,IN,47374
4308,2/1/09 18:04,Jennifer,Doorenbos,xad4@jumpstartlab.com,6148435000,105 eden st,bar harbor,ME,04609
4310,2/1/09 18:08,Lauraly,Sullivan,rdortellaro@jumpstartlab.com,7659732000,7500 Penn Ave #3,Pittsburgh,PA,15208
4312,2/1/09 18:08,Carl,Wishart,urgr0263@jumpstartlab.com,3862952000,246 Raschelle Park,Tonawanda,NY,14150
4314,2/1/09 18:11,Kelsey,Horn,wrnielle.wyman@jumpstartlab.com,9899540000,320 South Avenue,Pittsburgh,PA,15221
4316,2/1/09 18:13,Brandon,Brown,crano@jumpstartlab.com,5857469000,3801 Brooklyn Ave NE #A-108-6,Seattle,WA,98105
4318,2/1/09 18:14,Paige,Dantas-McCutcheon,cvalaba1@jumpstartlab.com,7183054000,"1400 Greene Street, Box 80439",Columbia,SC,29225
4320,2/1/09 18:16,Ryan,Dilauria,onollan3@jumpstartlab.com,2317948000,105 eden st,bar harbor,ME,04609
4322,2/1/09 18:16,Kara,Daniel,fraldschmidt15@jumpstartlab.com,4805775000,1315 Parkside Pl.,Virginia Beach,VA,23454
4324,2/1/09 18:17,Antonia,Auffret,jdggggghhhhhhhhhhhhhhdddsds@jumpstartlab.com,7183054000,2501 Black Horse Loop Apt 301C,Lutz,FL,33559
4326,2/1/09 18:17,Mark,Xx,gurronator@jumpstartlab.com,4076167000,701 Warren Wilson Rd,Swannanoa,NC,28778
4328,2/1/09 18:21,Samantha,Cushman,rdttowmi@jumpstartlab.com,2769445000,537 Beverly Drive,Erie,PA,16505
4330,2/1/09 18:23,Bianca,Larrabee,ednthiap@jumpstartlab.com,7183054000,415 M.A.C. Ave,East Lansing,MI,48823
4332,2/1/09 18:26,Cody,Foster,vpra.schechter@jumpstartlab.com,7023259000,607 East Ohio St 3rd Fl,Pittsburgh,PA,15212
4334,2/1/09 18:27,Aspen,Khemani,eckidder@jumpstartlab.com,5089426000,1201 NE Campus PKWY,Seattle,WA,98105
4336,2/1/09 18:30,Miranda,Lee Tan,bbeyward09@jumpstartlab.com,2565085000,2531 Q St. NW Apt. 205,Washington,DC,20007
4338,2/1/09 18:31,Rachel,Boochever,ukhtas@jumpstartlab.com,2563375000,PO Box 5416,Mars Hill,NC,28754
4340,2/1/09 18:34,Mike,O-A,wsapickf@jumpstartlab.com,7183054000,105 eden st,bar harbor,ME,04609
4342,2/1/09 18:40,James,Hire,mfnalexj@jumpstartlab.com,2057508000,6810 Tiddle Way,Lorton,VA,22079
4344,2/1/09 18:41,Jennah,Tippie,qaieda_Kay@jumpstartlab.com,4846510000,1610 South Broad Street,Philadelphia,PA,19146
4346,2/1/09 18:44,Robert,Firestone,ykwrenwm@jumpstartlab.com,7327798000,250 E. 25th Street,Erie,PA,16503
4348,2/1/09 18:45,Gillian,Henzler,djh2197@jumpstartlab.com,4047907000,"113 Stephens Street, Unit F",Chapel Hill,NC,27516
4350,2/1/09 18:46,Jen,Allen,ntarley@jumpstartlab.com,7183054000,4012 Pickstone Drive,Fairfax,VA,22032
4352,2/1/09 18:49,Molly,Frye,srs6605@jumpstartlab.com,6318067000,105 eden st,bar harbor,ME,04609
4354,2/1/09 18:51,Sophie,Wyman,ftamjod@jumpstartlab.com,1111111000,607 East Ohio St Apt 1,Pittsburgh,PA,15212
4356,2/1/09 18:54,Chris,Zanotti,beaine.d.oneill@jumpstartlab.com,4135591000,607 East Ohio St.,Pittsburgh,PA,15212
4358,2/1/09 18:57,Kara,Corcoran,sxittlehale@jumpstartlab.com,1111111000,6417 Smedley Street,Philadelphia,PA,19126
4360,2/1/09 18:59,Sriram,Green,dgyson3@jumpstartlab.com,8593147000,231 East Shaw Hall,East Lansing,MI,48825
4362,2/1/09 19:01,Kyle,Hummon,aaicylime@jumpstartlab.com,3363928000,607 East Ohio Street,Pittsburgh,PA,15212
4364,2/1/09 19:02,Michelle,Perkins,evs9714@jumpstartlab.com,7183054000,xxx,xxx,VA,11111
4366,2/1/09 19:05,Elenor,Brokken,wkzelka.jeff@jumpstartlab.com,1111111000,105 Eden Street,Bar Harbor,ME,04609
4368,2/1/09 19:05,Julia,Finney,qntelekinesis@jumpstartlab.com,7183054000,202 Van Hoosen,East Lansing,MI,48825
4370,2/1/09 19:08,Caroline,Cotton,nuoughary@jumpstartlab.com,8593147000,3712 Baccurate Way,Marietta,GA,30062
4372,2/1/09 19:08,Jane,Schweikert,kbrdba8@jumpstartlab.com,7183054000,X,X,VA,11111
4374,2/1/09 19:10,Jeff,Richardson,ulon.emil@jumpstartlab.com,9143204000,105 eden st,bar harbor,ME,04609
4376,2/1/09 19:12,Katie,Pecoraro,ypniliuc@jumpstartlab.com,4126080000,41537 Sunnydale ln,Northville,MI,48168
4378,2/1/09 19:13,Whitney,Bennett,has88@jumpstartlab.com,7183054000,X,X,VA,11111
4380,2/1/09 19:13,Kelly,Oldershaw,rlandros@jumpstartlab.com,8452249000,"Harbin 726, Georgetown University",Washington,DC,20057
4382,2/1/09 19:13,Pauline,Bolden,kord.oliver@jumpstartlab.com,2035812000,113 Bates College,Lewiston,ME,04240
4384,2/1/09 19:17,Lance,Schreiber-Stainthorp,bfios@jumpstartlab.com,1111111000,123 Nowhere,Philadelphia,PA,19100
4386,2/1/09 19:17,Jasmine,Barclay,kqa35@jumpstartlab.com,8593147000,113 Bates College,Lewiston,ME,04240
4388,2/1/09 19:18,Heather,Johnson,veevenam@jumpstartlab.com,585425000,105 Eden st,Bar Harbor,ME,04609
4390,2/1/09 19:20,Alyssa,Averna,hum5@jumpstartlab.com,7183054000,401 Elm St,Northfield,MN,55057
4392,2/1/09 19:23,Lacy,Sossa,cuawli1@jumpstartlab.com,9143204000,111 Nowhere,Philadelphia,PA,19133
4394,2/1/09 19:23,Nelle,Levinson,hlrye@jumpstartlab.com,5188109000,79 Main St.,Geneseo,NY,14454
4396,2/1/09 19:24,Scott,Smith,rvshaw@jumpstartlab.com,7183054000,908 Michigan Ave. Apt B,Stevens Point,WI,54481
4398,2/1/09 19:27,Harris,Limder,kisherman@jumpstartlab.com,9143204000,807 University Parkway Box 11073,Johnson City,TN,37614
4400,2/1/09 19:28,Yuan,Samayoa,ngorrall@jumpstartlab.com,7183054000,535 Pontius Avenue North,Seattle,WA,98109
4402,2/1/09 19:30,Hallie,Yassien,bqrris@jumpstartlab.com,9143204000,PO Box 860874,Tuscaloosa,AL,35486
4404,2/1/09 19:31,Charles,Gray,qdrikyassien@jumpstartlab.com,7183054000,4400 Massachusetts Avenue,Washington,DC,20016
4406,2/1/09 19:33,Hillary,Treeck,hjbibila@jumpstartlab.com,9143204000,660 N. Hubbard Hall,East Lansing,MI,48825
4408,2/1/09 19:36,Molly,Kraft,qncarter@jumpstartlab.com,7183054000,"2000 N Street, NW",Washington,DC,20036
4410,2/1/09 19:36,Melissa,Shaughnessy,qleslity@jumpstartlab.com,5033802000,113 Bates College,Lewiston,ME,04240
4412,2/1/09 19:38,Kelly,Mac,bebaird@jumpstartlab.com,7183054000,"3203 SE Woodstock Blvd, #1054",Portland,OR,97202
4414,2/1/09 19:38,Jared,Clark,tcron.myran@jumpstartlab.com,5128267000,113 Bates College,Lewiston,ME,04240
4416,2/1/09 19:40,Tori,9,uullaryaw@jumpstartlab.com,5132574000,535 Pontius ave North,Seattle,WA,98109
4418,2/1/09 19:40,Tara,Ravichandran,upkelley@jumpstartlab.com,7183054000,Box 0524 10 MacVittie Circle,Geneseo,NY,14454
4420,2/1/09 19:41,Will,Brumfield,lhieroni91@jumpstartlab.com,7853414000,113 Bates College,Lewiston,ME,04240
4422,2/1/09 19:42,Dominique,Rasmussen,gaffey@jumpstartlab.com,8593147000,4400 Massachusetts Avenue,Washington,DC,20016
4424,2/1/09 19:43,Drew,Baker,rns2@jumpstartlab.com,9143204000,999 Nowhere,Cleveland,OH,44040
4426,2/1/09 19:46,Jeanna,De Soto,kce.chadcarson+4@jumpstartlab.com,9143204000,4400 Massachusetts Avenue,Washington,DC,20016
4428,2/1/09 19:46,Ashley,Leaphart,mhchel@jumpstartlab.com,7183054000,G 39 West Shaw,East Lansing,MI,48825
4430,2/1/09 19:49,Samantha,Odell,qge.chee@jumpstartlab.com,5417608000,113 Bates College,lewiston,ME,04240
4432,2/1/09 19:50,Lee,Parent,ugtlin@jumpstartlab.com,8593147000,16 Court St.,Geneseo,NY,14454
4434,2/1/09 19:51,Theo,Abington,ydarney_duck@jumpstartlab.com,5174202000,113 Bates College,Lewiston,ME,04240
4436,2/1/09 19:54,Emily,Wolfe,egylabing08@jumpstartlab.com,8593147000,Bates College,Lewiston,ME,04240
4438,2/1/09 19:55,Heather,Corson-Knowles,dbzzad@jumpstartlab.com,5417608000,234234234,Wilmington,NC,28403
4440,2/1/09 19:56,Megan,Silverstein,dq@jumpstartlab.com,5403368000,3203 SE Woodstock Blvd MS 89,Portland,OR,97202
4442,2/1/09 19:57,Michael,Hemphill,curcelino.Echeverria@jumpstartlab.com,7572702000,Bates,Lewiston,ME,04240
4444,2/1/09 19:57,Theresa,Rathkopf,ippeter1@jumpstartlab.com,5163842000,300 N. Broadway,Lexington,KY,40508
4446,2/1/09 19:58,Rebecca,Partymiller,fheakfast@jumpstartlab.com,0,"PO Box 1765, St. John's University",Collegeville,MN,56321
4448,2/1/09 19:59,Zach,Peterson,mjxter.katie@jumpstartlab.com,9495478000,81 Vineyard Lane,Clayton,GA,30525
4450,2/1/09 19:59,Callista,Kehs,cnich@jumpstartlab.com,6103248000,bates,lewiston,ME,04240
4452,2/1/09 20:01,James,Joe,ytavekr05@jumpstartlab.com,8593147000,1301 Columbia College Drive MSC(501),Columbia,SC,29203
4454,2/1/09 20:01,Sophie,Reclam,nqolio2007@jumpstartlab.com,9206274000,bates,lewiston,ME,04240
4456,2/1/09 20:03,Elana,Collins,gpnielgbritton@jumpstartlab.com,5032587000,654566465,Wilmington,NC,28403
4458,2/1/09 20:03,Adam,Robbins,fhengel@jumpstartlab.com,9143204000,1 Chapin Way,Northampton,MA,01063
4460,2/1/09 20:05,Stephen,Patton,balle2rc@jumpstartlab.com,3046718000,234234,Wilmington,NC,28403
4462,2/1/09 20:05,Jordan,Culver,so27@jumpstartlab.com,8594920000,1 Oxford Terrace,Sewell,NJ,08080
4464,2/1/09 20:07,John,Corkins,kjya.courtney@jumpstartlab.com,4158470000,Bates,Lewiston,ME,04240
4466,2/1/09 20:07,Rachael,Plowden,pgalsh1@jumpstartlab.com,8594920000,300 N. Broadway,Lexington,KY,40508
4468,2/1/09 20:10,Angela,Jasinski,etaham10@jumpstartlab.com,4795180000,CSU 1157,Williamsburg,VA,23187
4470,2/1/09 20:11,Jorge,Kagan,utrtjp@jumpstartlab.com,8593147000,4400 Massachusetts Avenue,Washington,DC,20016
4472,2/1/09 20:11,Marta,7,rflaren@jumpstartlab.com,8594920000,Bates College,Lewiston,ME,04240
4474,2/1/09 20:12,Mitchell,Leonard,hwuzek@jumpstartlab.com,5555551000,10 MacVittie Circle,Geneseo,NY,14454
4476,2/1/09 20:14,Tanya,Biemer,trchnibbe@jumpstartlab.com,9788558000,Bates College,Lewiston,ME,04240
4478,2/1/09 20:16,William,Maggio,pmbeywhitney@jumpstartlab.com,6129785000,535 Northland Drive Apt. 305,St. Joseph,MN,56374
4480,2/1/09 20:17,Nicole,Taylor,lbchnerl@jumpstartlab.com,9143204000,950 Main St,Worcester,MA,01610
4482,2/1/09 20:18,Alexis,Daniliuc,ybseay@jumpstartlab.com,7033004000,CPO 7259 PO Box 9000,Asheville,NC,28815
4484,2/1/09 20:19,Matthew,Oh,wkhley_perez_618@jumpstartlab.com,8593147000,1301 Columbia College Dr MSC 458,Columbia,SC,29203
4486,2/1/09 20:19,Sam,Kneidinger,pskiha@jumpstartlab.com,6265985000,4400 Massachusetts Avenue,Washington,DC,20016
4488,2/1/09 20:20,Jon,Tsosie,fjmrusoli@jumpstartlab.com,9143204000,Box 10667,Johnson City,TN,37614
4490,2/1/09 20:22,Chad,Shea,rhthomse@jumpstartlab.com,0,1 Chapin Way,Northampton,MA,01063
4492,2/1/09 20:22,Jack,Chapin,wqxie.mehdi@jumpstartlab.com,4044886000,Bates College,Lewiston,ME,04240
4494,2/1/09 20:23,Stephanie,Horning,lyncer@jumpstartlab.com,8593147000,1703 Lincoln St NE,Minneapolis,MN,55413
4496,2/1/09 20:24,Kelsey,Demmitt,ysoelofs@jumpstartlab.com,9143204000,Bates College,Lewiston,ME,04240
4498,2/1/09 20:27,Kelley,Boyyyyy,qswolf@jumpstartlab.com,2016020000,4400 Massachusetts Avenue,Washington,DC,20016
4500,2/1/09 20:27,Celeste,Willemesen,upwhit525@jumpstartlab.com,5189290000,300 N. Broadway,Lexington,KY,40508
4502,2/1/09 20:28,Loric,Smith,gjyrnes@jumpstartlab.com,5188109000,112 B Coate Hall 1405 Farwell St.,La Crosse,WI,54601
4504,2/1/09 20:28,Gabe,Friedmann,ygerrara@jumpstartlab.com,9143204000,950 Main St. Box 0526,Worcester,MA,01610
4506,2/1/09 20:30,Geron,Josa,phtrick.cleeves@jumpstartlab.com,5039988000,276 River Road,Hudson,MA,01749
4508,2/1/09 20:30,Samuel,Miles,lxray@jumpstartlab.com,6262906000,802 Westgate Circle,Williamsburg,VA,23185
4510,2/1/09 20:32,Chris,Annavajhala,erann@jumpstartlab.com,9143204000,7752 Slayter Union,Granville,OH,43023
4512,2/1/09 20:32,Katrina,Dragich,mstthew.dahlhausen@jumpstartlab.com,6129785000,134 Chapel Rd,Sweet Briar,VA,24595
4514,2/1/09 20:34,Teen,Powers,ren@jumpstartlab.com,3045795000,4400 Massachusetts Avenue,Washington,DC,20016
4516,2/1/09 20:34,Sarah,Guethle,sdtie.knee@jumpstartlab.com,5555551000,950 Main ST. Box 1635,Worcester,MA,01610
4518,2/1/09 20:35,Elizabeth,Null,hwarlisle001@jumpstartlab.com,2702821000,710 College Terrace,Williamsburg,VA,20815
4520,2/1/09 20:37,Phebe,Zeligs,vwantors@jumpstartlab.com,6129785000,1 Oxford Terrace,Sewell,NJ,08080
4522,2/1/09 20:37,Quameen,Riggi,euparul@jumpstartlab.com,5027778000,1703 Lincoln St NE,Minneapolis,MN,55413
4524,2/1/09 20:38,Troy,Seithers,vtottc@jumpstartlab.com,6129785000,4400 Massachusetts Avenue,Washington,DC,20016
4526,2/1/09 20:39,Jillian,Cooper,hdnt128@jumpstartlab.com,2698069000,107 B 1405 Farwell St.,La Crosse,WI,54601
4528,2/1/09 20:39,Frances,Hill,xue.chadcarson+9@jumpstartlab.com,2076537000,1 Champin Way,Northampton,MA,01063
4530,2/1/09 20:41,Jordan,Doe,gqgeis08@jumpstartlab.com,8473858000,2576 N. Frederick Ave.,Milwaukee,WI,53211
4532,2/1/09 20:42,Brandon,Espinal,rjsimms@jumpstartlab.com,57098292000,2357 Rohs St. Apt. 1,Cincinnati,OH,45219
4534,2/1/09 20:43,Mark,Powers,tnurerk@jumpstartlab.com,5555551000,532 Riddle Rd. Apt. 2,Cincinnati,OH,45220
4536,2/1/09 20:44,Alexandra,Oliker,af404040404dddd@jumpstartlab.com,3013790000,9 Peterson Road,Palmer,MA,01069
4538,2/1/09 20:44,Anna,Semensi,qfubenstein@jumpstartlab.com,4403170000,950 Main ST. box 978,Worcester,MA,01610
4540,2/1/09 20:48,Andrew,Haynes,xuinger@jumpstartlab.com,5555551000,1 Oxford Terrace,Sewell,NJ,08080
4542,2/1/09 20:49,Shane,August,anhilips@jumpstartlab.com,6129785000,1012 Heather Ave,Takoma Park,MD,20912
4544,2/1/09 20:50,Ian,Callier,qythleenjgodfrey@jumpstartlab.com,6503036000,950 Main St. Box 0357,Worcester,MA,01610
4546,2/1/09 20:52,Jordan,Pinkerton,jgair@jumpstartlab.com,3303226000,400 Rolfe Road Apartment A,Williamsburg,VA,23185
4548,2/1/09 20:52,Marcin,Grasmeder,pvquend@jumpstartlab.com,3049067000,200 Silversprings Ln.,New Brighton,PA,15066
4550,2/1/09 20:52,Leslie,Barns,ufoff@jumpstartlab.com,2022701000,24 JerMae St,Thurmont,MD,21788
4552,2/1/09 20:54,Katherine,Mickiewicz,soeguess11@jumpstartlab.com,2078387000,8583 Slayter Union,Granville,OH,43023
4554,2/1/09 20:55,Matt,M,nyrgaret.leigh.perry@jumpstartlab.com,3017528000,1 Chapin Way,Northampton,MA,01063
4556,2/1/09 20:57,Dana,Powers,ualord@jumpstartlab.com,2489354000,8572 Slayter Union,Granville,OH,43023
4558,2/1/09 20:59,Ambika,Jones,vwpink@jumpstartlab.com,2076329000,622 East Ave N,La Crosse,WI,00000
4560,2/1/09 20:59,Avanti,Friesner,vpegado@jumpstartlab.com,2028823000,8359 Slayter Union,Granville,OH,43023
4562,2/1/09 20:59,Abbie,Rapp,cqenvn@jumpstartlab.com,5555551000,1703 Lincoln St NE,Minneapolis,MN,55413
